fact_table_natural_key (txn_id),accm_txn_complete_time
CA-2014-153983,2022-05-12 03:43:31
CA-2014-154095,2022-05-14 16:42:18
CA-2014-154158,2022-05-14 14:19:38
CA-2014-154165,2022-05-13 09:26:31
CA-2014-154186,2022-05-14 18:05:52
CA-2014-154592,2022-05-12 20:24:55
CA-2014-154599,2022-05-14 23:25:32
CA-2014-154627,2022-05-14 12:44:47
CA-2014-154641,2022-05-13 07:55:37
CA-2014-154669,2022-05-14 13:36:28
CA-2014-154781,2022-05-14 16:16:17
CA-2014-154837,2022-05-15 04:01:56
CA-2014-154893,2022-05-14 00:53:03
CA-2014-154963,2022-05-10 19:57:21
CA-2014-155208,2022-05-13 10:31:24
CA-2014-155264,2022-05-15 08:54:16
CA-2014-155271,2022-05-12 16:58:10
CA-2014-155390,2022-05-11 12:25:35
CA-2014-155593,2022-05-12 11:21:22
CA-2014-155796,2022-05-11 17:26:19
CA-2014-155852,2022-05-15 04:47:39
CA-2014-155887,2022-05-11 13:54:59
CA-2014-156006,2022-05-12 18:57:18
CA-2014-156160,2022-05-10 20:24:32
CA-2014-156244,2022-05-12 19:29:04
CA-2014-156314,2022-05-12 16:42:28
CA-2014-156342,2022-05-12 10:18:01
CA-2014-156349,2022-05-14 18:07:19
CA-2014-156433,2022-05-12 08:33:18
CA-2014-156545,2022-05-14 23:14:22
CA-2014-156587,2022-05-11 21:56:14
CA-2014-156594,2022-05-14 10:58:55
CA-2014-156601,2022-05-14 14:37:32
CA-2014-156790,2022-05-13 23:42:26
CA-2014-156993,2022-05-11 12:44:14
CA-2014-157147,2022-05-12 20:00:07
CA-2014-157546,2022-05-12 13:21:34
CA-2014-157609,2022-05-14 16:16:12
CA-2014-157623,2022-05-14 05:00:23
CA-2014-157644,2022-05-13 23:16:30
CA-2014-157721,2022-05-14 20:29:17
CA-2014-157784,2022-05-12 10:38:55
CA-2014-157882,2022-05-15 06:17:39
CA-2014-157924,2022-05-12 09:55:22
CA-2014-158029,2022-05-11 04:41:43
CA-2014-158064,2022-05-12 15:04:56
CA-2014-158225,2022-05-14 00:22:12
CA-2014-158274,2022-05-11 06:14:57
CA-2014-158281,2022-05-11 07:37:53
CA-2014-158337,2022-05-15 01:22:37
CA-2014-158372,2022-05-14 20:23:14
CA-2014-158442,2022-05-14 16:24:27
CA-2014-158470,2022-05-10 14:11:45
CA-2014-158540,2022-05-10 12:39:42
CA-2014-158771,2022-05-11 07:53:01
CA-2014-159121,2022-05-14 11:35:47
CA-2014-159184,2022-05-10 15:53:28
CA-2014-159310,2022-05-13 02:18:19
CA-2014-159338,2022-05-11 05:07:22
CA-2014-159478,2022-05-15 07:40:19
CA-2014-159520,2022-05-14 20:01:13
CA-2014-159625,2022-05-13 01:04:41
CA-2014-159681,2022-05-12 01:09:57
CA-2014-159709,2022-05-10 14:24:23
CA-2014-159800,2022-05-14 06:05:33
CA-2014-159814,2022-05-12 22:43:17
CA-2014-159835,2022-05-13 03:50:34
CA-2014-159849,2022-05-14 05:30:02
CA-2014-160066,2022-05-13 04:47:07
CA-2014-160094,2022-05-12 20:13:15
CA-2014-160157,2022-05-14 05:34:21
CA-2014-160262,2022-05-13 08:45:41
CA-2014-160276,2022-05-14 20:24:33
CA-2014-160738,2022-05-13 08:26:26
CA-2014-160766,2022-05-14 02:39:11
CA-2014-160773,2022-05-11 19:02:00
CA-2014-161032,2022-05-13 04:59:55
CA-2014-161249,2022-05-14 17:35:18
CA-2014-161508,2022-05-14 03:56:35
CA-2014-161634,2022-05-11 08:36:59
CA-2014-162089,2022-05-10 20:56:07
CA-2014-162278,2022-05-12 04:58:08
CA-2014-162362,2022-05-13 12:53:54
CA-2014-162684,2022-05-15 03:16:52
CA-2014-162775,2022-05-11 02:43:32
CA-2014-162992,2022-05-12 02:04:49
CA-2014-163013,2022-05-12 14:40:23
CA-2014-163034,2022-05-11 14:59:01
CA-2014-163223,2022-05-12 13:10:57
CA-2014-163293,2022-05-13 02:38:48
CA-2014-163412,2022-05-11 06:21:09
CA-2014-163419,2022-05-12 22:27:00
CA-2014-163447,2022-05-14 06:22:26
CA-2014-163468,2022-05-14 03:37:02
CA-2014-163552,2022-05-14 17:11:13
CA-2014-163559,2022-05-10 19:37:54
CA-2014-163650,2022-05-13 14:10:00
CA-2014-163748,2022-05-12 07:25:33
CA-2014-163867,2022-05-12 02:25:23
CA-2014-164182,2022-05-13 00:25:38
CA-2014-164210,2022-05-12 15:32:52
CA-2014-164224,2022-05-12 01:05:36
CA-2014-164259,2022-05-14 05:34:40
CA-2014-164315,2022-05-15 03:11:58
CA-2014-164385,2022-05-12 00:47:10
CA-2014-164469,2022-05-13 13:41:46
CA-2014-164721,2022-05-10 20:08:30
CA-2014-164742,2022-05-11 19:35:44
CA-2014-164749,2022-05-14 15:56:00
CA-2014-164861,2022-05-14 11:55:03
CA-2014-164903,2022-05-11 11:14:26
CA-2014-164910,2022-05-15 04:47:18
CA-2014-164973,2022-05-15 08:07:31
CA-2014-165309,2022-05-11 14:58:09
CA-2014-165379,2022-05-14 00:29:33
CA-2014-165393,2022-05-12 18:12:55
CA-2014-165428,2022-05-14 21:37:07
CA-2014-165477,2022-05-13 22:13:01
CA-2014-165540,2022-05-10 20:04:10
CA-2014-165568,2022-05-12 14:06:13
CA-2014-165764,2022-05-13 22:21:54
CA-2014-165806,2022-05-11 20:23:26
CA-2014-165974,2022-05-13 18:00:38
CA-2014-166051,2022-05-10 16:31:12
CA-2014-166086,2022-05-13 00:42:44
CA-2014-166191,2022-05-14 17:15:16
CA-2014-166457,2022-05-12 03:32:42
CA-2014-166471,2022-05-13 12:42:43
CA-2014-166555,2022-05-13 17:21:20
CA-2014-166590,2022-05-13 08:29:05
CA-2014-166716,2022-05-12 15:20:20
CA-2014-166730,2022-05-14 09:54:39
CA-2014-166744,2022-05-12 11:39:08
CA-2014-166863,2022-05-14 02:44:41
CA-2014-166884,2022-05-13 23:23:26
CA-2014-166891,2022-05-11 01:34:37
CA-2014-166954,2022-05-15 00:45:48
CA-2014-166961,2022-05-15 00:06:02
CA-2014-166989,2022-05-13 01:28:12
CA-2014-167164,2022-05-13 15:55:13
CA-2014-167199,2022-05-12 09:21:32
CA-2014-167360,2022-05-13 19:13:03
CA-2014-167486,2022-05-10 23:52:41
CA-2014-167724,2022-05-11 08:07:11
CA-2014-167850,2022-05-11 03:48:36
CA-2014-167927,2022-05-12 09:57:02
CA-2014-167997,2022-05-13 08:09:59
CA-2014-168130,2022-05-13 11:59:50
CA-2014-168158,2022-05-11 11:43:29
CA-2014-168305,2022-05-12 11:20:58
CA-2014-168312,2022-05-13 03:04:10
CA-2014-168368,2022-05-15 00:44:21
CA-2014-168473,2022-05-12 03:35:23
CA-2014-168494,2022-05-13 00:10:09
CA-2014-168592,2022-05-12 04:10:56
CA-2014-168823,2022-05-15 05:43:11
CA-2014-168984,2022-05-13 15:58:19
CA-2014-169019,2022-05-14 11:23:20
CA-2014-169033,2022-05-14 11:10:10
CA-2014-169061,2022-05-11 17:58:14
CA-2014-169257,2022-05-11 17:38:11
CA-2014-169446,2022-05-15 05:26:12
CA-2014-169460,2022-05-14 22:54:26
CA-2014-169642,2022-05-14 04:07:57
CA-2014-169649,2022-05-13 03:17:41
CA-2014-169684,2022-05-11 12:57:39
CA-2014-169726,2022-05-13 19:03:00
CA-2014-169775,2022-05-15 08:14:03
CA-2014-169803,2022-05-12 18:24:01
CA-2014-169852,2022-05-14 23:48:11
CA-2015-100146,2022-05-14 15:09:06
CA-2015-100216,2022-05-13 05:02:58
CA-2015-100251,2022-05-13 18:24:41
CA-2015-100454,2022-05-10 19:33:04
CA-2015-100545,2022-05-13 17:30:25
CA-2015-100573,2022-05-15 06:48:05
CA-2015-100657,2022-05-13 21:29:29
CA-2015-100685,2022-05-12 16:43:32
CA-2015-100734,2022-05-13 13:33:19
CA-2015-100769,2022-05-11 11:30:25
CA-2015-100818,2022-05-14 01:24:07
CA-2015-100888,2022-05-12 16:13:23
CA-2015-101000,2022-05-11 01:50:14
CA-2015-101007,2022-05-11 13:54:37
CA-2015-101091,2022-05-11 17:09:54
CA-2015-101126,2022-05-12 06:49:55
CA-2015-101154,2022-05-13 00:39:11
CA-2015-101707,2022-05-10 16:56:49
CA-2015-101868,2022-05-14 11:24:53
CA-2015-101889,2022-05-10 17:12:41
CA-2015-101910,2022-05-11 04:33:58
CA-2015-101924,2022-05-11 21:07:33
CA-2015-102015,2022-05-10 19:19:30
CA-2015-102036,2022-05-11 10:47:48
CA-2015-102260,2022-05-12 07:10:58
CA-2015-102281,2022-05-14 09:02:25
CA-2015-102316,2022-05-14 15:00:50
CA-2015-102491,2022-05-11 21:56:44
CA-2015-102582,2022-05-11 01:17:52
CA-2015-102722,2022-05-11 16:17:50
CA-2015-102778,2022-05-13 07:05:48
CA-2015-102806,2022-05-13 17:24:12
CA-2015-102848,2022-05-10 14:47:35
CA-2015-102855,2022-05-12 03:52:31
CA-2015-102876,2022-05-11 03:59:22
CA-2015-103072,2022-05-11 01:24:59
CA-2015-103093,2022-05-11 10:54:12
CA-2015-103135,2022-05-13 16:52:32
CA-2015-103177,2022-05-14 04:32:08
CA-2015-103205,2022-05-13 04:23:27
CA-2015-103716,2022-05-12 22:37:59
CA-2015-103723,2022-05-11 17:04:05
CA-2015-103772,2022-05-15 03:59:05
CA-2015-103793,2022-05-10 23:29:46
CA-2015-103835,2022-05-11 00:58:12
CA-2015-103870,2022-05-14 23:00:23
CA-2015-103933,2022-05-13 12:51:47
CA-2015-103954,2022-05-13 09:07:00
CA-2015-103961,2022-05-12 17:00:44
CA-2015-104038,2022-05-13 18:43:08
CA-2015-104052,2022-05-11 04:05:15
CA-2015-104059,2022-05-13 22:22:01
CA-2015-104115,2022-05-11 18:30:03
CA-2015-104129,2022-05-10 13:57:34
CA-2015-104241,2022-05-12 09:47:15
CA-2015-104297,2022-05-10 12:49:13
CA-2015-104346,2022-05-14 08:50:16
CA-2015-104486,2022-05-15 04:40:39
CA-2015-104493,2022-05-12 18:33:52
CA-2015-104514,2022-05-15 02:36:30
CA-2015-104626,2022-05-12 14:42:43
CA-2015-104871,2022-05-14 22:51:54
CA-2015-104941,2022-05-15 00:37:48
CA-2015-104948,2022-05-13 01:33:34
CA-2015-105102,2022-05-14 13:42:18
CA-2015-105158,2022-05-13 01:47:33
CA-2015-105221,2022-05-10 12:55:29
CA-2015-105312,2022-05-13 18:49:23
CA-2015-105347,2022-05-13 06:25:48
CA-2015-105361,2022-05-11 14:27:43
CA-2015-105508,2022-05-11 03:28:54
CA-2015-105571,2022-05-13 00:57:06
CA-2015-105599,2022-05-13 15:10:17
CA-2015-105613,2022-05-15 00:58:51
CA-2015-105627,2022-05-11 21:50:38
CA-2015-105634,2022-05-13 06:28:59
CA-2015-105690,2022-05-12 20:28:05
CA-2015-105725,2022-05-15 00:47:39
CA-2015-105844,2022-05-12 06:26:48
CA-2015-105970,2022-05-12 10:46:34
CA-2015-106187,2022-05-11 07:22:32
CA-2015-106208,2022-05-11 04:37:01
CA-2015-106215,2022-05-14 17:09:14
CA-2015-106257,2022-05-10 12:19:22
CA-2015-106320,2022-05-15 07:17:09
CA-2015-106362,2022-05-14 07:17:25
CA-2015-106565,2022-05-12 16:13:46
CA-2015-106978,2022-05-14 10:41:30
CA-2015-107020,2022-05-12 01:51:32
CA-2015-107083,2022-05-14 20:36:56
CA-2015-107468,2022-05-13 14:31:09
CA-2015-107678,2022-05-15 08:09:52
CA-2015-107685,2022-05-14 01:48:20
CA-2015-107741,2022-05-14 14:57:46
CA-2015-107902,2022-05-14 14:27:12
CA-2015-107937,2022-05-14 07:17:57
CA-2015-108119,2022-05-13 04:06:00
CA-2015-108259,2022-05-12 23:50:56
CA-2015-108532,2022-05-15 06:45:16
CA-2015-108588,2022-05-12 11:41:03
CA-2015-108665,2022-05-14 11:34:09
CA-2015-108672,2022-05-15 05:24:45
CA-2015-109001,2022-05-12 08:38:14
CA-2015-109113,2022-05-12 05:32:09
CA-2015-109169,2022-05-13 10:50:04
CA-2015-109190,2022-05-15 00:08:07
CA-2015-109197,2022-05-12 07:08:07
CA-2015-109337,2022-05-12 00:32:24
CA-2015-109386,2022-05-10 16:52:53
CA-2015-109470,2022-05-13 05:40:57
CA-2015-109512,2022-05-14 16:06:59
CA-2015-109575,2022-05-11 06:48:23
CA-2015-109603,2022-05-12 01:59:24
CA-2015-109638,2022-05-12 07:16:38
CA-2015-109708,2022-05-14 19:32:13
CA-2015-109736,2022-05-12 16:29:45
CA-2015-109862,2022-05-12 10:47:08
CA-2015-109939,2022-05-10 13:37:34
CA-2015-110016,2022-05-11 07:31:58
CA-2015-110093,2022-05-11 16:46:10
CA-2015-110247,2022-05-13 22:18:45
CA-2015-110289,2022-05-10 14:05:44
CA-2015-110324,2022-05-14 19:50:46
CA-2015-110345,2022-05-10 16:14:00
CA-2015-110457,2022-05-14 21:04:40
CA-2015-110548,2022-05-11 22:09:20
CA-2015-110632,2022-05-13 15:26:08
CA-2015-110667,2022-05-13 21:43:23
CA-2015-110744,2022-05-13 04:06:15
CA-2015-110765,2022-05-13 10:57:51
CA-2015-110814,2022-05-12 06:43:20
CA-2015-110863,2022-05-13 07:29:26
CA-2015-110870,2022-05-11 18:11:27
CA-2015-110877,2022-05-11 01:51:01
CA-2015-110891,2022-05-12 05:53:43
CA-2015-110947,2022-05-12 23:12:18
CA-2015-111017,2022-05-13 17:13:26
CA-2015-111038,2022-05-12 13:48:47
CA-2015-111073,2022-05-11 06:41:19
CA-2015-111094,2022-05-12 05:45:36
CA-2015-111164,2022-05-13 06:50:03
CA-2015-111199,2022-05-14 15:29:53
CA-2015-111206,2022-05-11 14:42:38
CA-2015-111234,2022-05-15 05:11:24
CA-2015-111297,2022-05-13 23:59:12
CA-2015-111325,2022-05-15 07:04:06
CA-2015-111339,2022-05-11 21:33:20
CA-2015-111395,2022-05-12 15:23:25
CA-2015-111458,2022-05-14 01:11:09
CA-2015-111507,2022-05-15 07:38:55
CA-2015-111514,2022-05-14 17:26:31
CA-2015-111612,2022-05-10 12:36:18
CA-2015-111703,2022-05-13 00:41:12
CA-2015-111780,2022-05-15 03:57:53
CA-2015-111829,2022-05-14 01:49:59
CA-2015-111864,2022-05-11 06:05:48
CA-2015-111948,2022-05-11 08:23:18
CA-2015-111990,2022-05-15 01:17:27
CA-2015-112014,2022-05-12 10:15:32
CA-2015-112053,2022-05-10 13:36:46
CA-2015-112116,2022-05-14 17:13:33
CA-2015-112130,2022-05-15 04:47:47
CA-2015-112144,2022-05-13 12:25:42
CA-2015-112214,2022-05-13 11:31:17
CA-2015-112305,2022-05-11 19:29:07
CA-2015-112319,2022-05-11 22:30:22
CA-2015-112375,2022-05-10 23:46:57
CA-2015-112452,2022-05-11 13:07:44
CA-2015-112522,2022-05-14 06:45:31
CA-2015-112557,2022-05-11 11:36:18
CA-2015-112571,2022-05-11 12:09:52
CA-2015-112711,2022-05-12 19:09:18
CA-2015-112767,2022-05-14 17:17:45
CA-2015-112823,2022-05-13 04:46:07
CA-2015-113040,2022-05-14 14:08:55
CA-2015-113110,2022-05-13 21:07:15
CA-2015-113131,2022-05-14 12:10:45
CA-2015-113145,2022-05-10 21:12:13
CA-2015-113152,2022-05-14 00:04:11
CA-2015-113173,2022-05-12 04:24:39
CA-2015-113215,2022-05-15 06:58:40
CA-2015-113222,2022-05-12 15:54:46
CA-2015-113404,2022-05-10 14:49:08
CA-2015-113523,2022-05-14 11:32:55
CA-2015-113628,2022-05-12 04:57:59
CA-2015-113740,2022-05-11 02:16:40
CA-2015-113901,2022-05-10 22:04:58
CA-2015-113971,2022-05-12 03:17:18
CA-2015-114048,2022-05-14 15:23:09
CA-2015-114069,2022-05-14 18:45:43
CA-2015-114237,2022-05-11 21:49:29
CA-2015-114300,2022-05-13 12:24:39
CA-2015-114468,2022-05-13 21:05:29
CA-2015-114503,2022-05-11 03:28:14
CA-2015-114811,2022-05-14 12:31:54
CA-2015-114923,2022-05-11 18:16:50
CA-2015-115091,2022-05-13 07:28:52
CA-2015-115168,2022-05-12 18:24:43
CA-2015-115392,2022-05-10 21:12:58
CA-2015-115399,2022-05-14 14:23:02
CA-2015-115420,2022-05-13 16:19:00
CA-2015-115511,2022-05-12 13:16:50
CA-2015-115567,2022-05-14 07:19:59
CA-2015-115693,2022-05-12 19:54:57
CA-2015-115742,2022-05-12 17:24:45
CA-2015-115798,2022-05-13 01:19:14
CA-2015-115847,2022-05-11 07:17:08
CA-2015-115924,2022-05-13 03:51:06
CA-2015-115938,2022-05-11 14:25:20
CA-2015-115945,2022-05-10 13:12:35
CA-2015-116092,2022-05-12 01:02:46
CA-2015-116260,2022-05-12 04:57:13
CA-2015-116484,2022-05-11 13:07:59
CA-2015-116512,2022-05-11 13:51:29
CA-2015-116638,2022-05-11 19:44:05
CA-2015-116687,2022-05-12 05:55:00
CA-2015-116750,2022-05-13 09:14:27
CA-2015-116841,2022-05-12 15:10:57
CA-2015-116876,2022-05-14 18:14:28
CA-2015-117086,2022-05-13 03:08:34
CA-2015-117415,2022-05-13 04:38:28
CA-2015-117611,2022-05-15 04:16:59
CA-2015-117772,2022-05-12 16:10:51
CA-2015-117800,2022-05-11 06:26:20
CA-2015-117828,2022-05-13 10:22:05
CA-2015-117884,2022-05-14 08:14:55
CA-2015-117898,2022-05-14 01:08:25
CA-2015-117961,2022-05-13 07:24:25
CA-2015-118227,2022-05-12 05:51:15
CA-2015-118423,2022-05-12 10:21:46
CA-2015-118444,2022-05-11 06:15:17
CA-2015-118738,2022-05-11 08:50:53
CA-2015-118843,2022-05-12 11:02:09
CA-2015-118871,2022-05-14 11:36:44
CA-2015-118948,2022-05-14 04:05:19
CA-2015-118955,2022-05-11 15:32:53
CA-2015-119102,2022-05-14 17:51:19
CA-2015-119214,2022-05-13 14:50:56
CA-2015-119291,2022-05-10 14:27:36
CA-2015-119480,2022-05-15 07:35:30
CA-2015-119508,2022-05-13 00:20:53
CA-2015-119550,2022-05-10 18:00:50
CA-2015-119592,2022-05-13 09:28:06
CA-2015-119627,2022-05-13 15:12:49
CA-2015-119634,2022-05-10 22:45:08
CA-2015-119690,2022-05-12 16:50:58
CA-2015-119697,2022-05-15 03:04:37
CA-2015-119879,2022-05-15 02:19:30
CA-2015-119907,2022-05-11 02:14:48
CA-2015-119942,2022-05-14 18:22:02
CA-2015-120103,2022-05-13 05:04:42
CA-2015-120320,2022-05-10 23:48:12
CA-2015-120341,2022-05-13 13:38:53
CA-2015-120362,2022-05-11 06:30:18
CA-2015-120397,2022-05-11 02:05:34
CA-2015-120439,2022-05-12 17:22:04
CA-2015-120446,2022-05-10 20:27:09
CA-2015-120516,2022-05-11 19:27:59
CA-2015-120551,2022-05-11 12:04:36
CA-2015-120621,2022-05-10 13:00:19
CA-2015-120677,2022-05-13 15:29:03
CA-2015-120782,2022-05-13 03:30:59
CA-2015-120810,2022-05-11 01:19:21
CA-2015-120845,2022-05-10 12:55:08
CA-2015-120880,2022-05-13 17:21:16
CA-2015-120901,2022-05-14 02:43:20
CA-2015-120915,2022-05-12 09:12:31
CA-2015-121041,2022-05-15 02:37:18
CA-2015-121097,2022-05-14 03:31:41
CA-2015-121132,2022-05-14 23:23:25
CA-2015-121188,2022-05-11 07:03:08
CA-2015-121272,2022-05-14 03:06:24
CA-2015-121391,2022-05-13 09:19:55
CA-2015-121405,2022-05-13 01:14:11
CA-2015-121552,2022-05-10 17:03:35
CA-2015-121608,2022-05-14 22:53:49
CA-2015-121650,2022-05-15 02:11:24
CA-2015-121699,2022-05-15 05:08:00
CA-2015-121720,2022-05-12 08:55:39
CA-2015-121776,2022-05-12 17:48:19
CA-2015-121783,2022-05-12 06:24:45
CA-2015-121797,2022-05-12 20:41:05
CA-2015-121965,2022-05-13 08:25:19
CA-2015-122168,2022-05-12 09:22:15
CA-2015-122210,2022-05-14 00:10:59
CA-2015-122259,2022-05-14 15:59:11
CA-2015-122266,2022-05-14 09:14:19
CA-2015-122287,2022-05-13 03:04:24
CA-2015-122371,2022-05-14 15:35:07
CA-2015-122406,2022-05-13 19:11:56
CA-2015-122623,2022-05-14 17:38:50
CA-2015-122756,2022-05-12 02:17:54
CA-2015-122826,2022-05-15 01:21:42
CA-2015-122973,2022-05-12 23:23:01
CA-2015-123092,2022-05-15 08:47:13
CA-2015-123113,2022-05-14 19:19:21
CA-2015-123141,2022-05-12 12:31:31
CA-2015-123155,2022-05-11 15:07:44
CA-2015-123232,2022-05-12 20:09:10
CA-2015-123330,2022-05-14 18:07:18
CA-2015-123456,2022-05-10 22:29:46
CA-2015-123505,2022-05-13 01:57:56
CA-2015-123568,2022-05-10 21:40:39
CA-2015-123673,2022-05-14 15:18:06
CA-2015-123939,2022-05-13 07:02:34
CA-2015-124044,2022-05-14 20:14:30
CA-2015-124058,2022-05-13 14:59:36
CA-2015-124107,2022-05-10 22:00:23
CA-2015-124268,2022-05-11 14:04:40
CA-2015-124450,2022-05-15 06:54:13
CA-2015-124499,2022-05-12 03:49:34
CA-2015-124541,2022-05-11 14:33:37
CA-2015-124653,2022-05-12 08:35:43
CA-2015-124800,2022-05-14 10:16:14
CA-2015-124891,2022-05-10 18:45:19
CA-2015-124919,2022-05-13 10:35:19
CA-2015-124933,2022-05-12 16:35:22
CA-2015-124975,2022-05-15 03:44:43
CA-2015-125066,2022-05-12 22:09:43
CA-2015-125178,2022-05-14 06:38:03
CA-2015-125185,2022-05-14 21:23:51
CA-2015-125234,2022-05-12 11:13:08
CA-2015-125395,2022-05-14 11:19:41
CA-2015-125416,2022-05-13 09:15:00
CA-2015-125423,2022-05-10 19:05:13
CA-2015-125563,2022-05-14 13:01:52
CA-2015-125696,2022-05-13 21:35:50
CA-2015-125710,2022-05-13 02:34:25
CA-2015-125934,2022-05-14 11:25:21
CA-2015-125976,2022-05-12 08:33:49
CA-2015-126137,2022-05-14 02:47:34
CA-2015-126186,2022-05-12 09:17:51
CA-2015-126347,2022-05-14 03:02:40
CA-2015-126445,2022-05-11 06:25:28
CA-2015-126466,2022-05-13 22:15:26
CA-2015-126557,2022-05-11 11:06:11
CA-2015-126669,2022-05-14 06:28:21
CA-2015-126697,2022-05-11 21:27:38
CA-2015-126725,2022-05-13 19:17:16
CA-2015-126739,2022-05-12 23:45:34
CA-2015-126970,2022-05-14 01:13:36
CA-2015-127019,2022-05-11 06:07:44
CA-2015-127110,2022-05-13 08:02:12
CA-2015-127173,2022-05-12 13:15:04
CA-2015-127327,2022-05-14 15:55:27
CA-2015-127418,2022-05-13 06:38:00
CA-2015-127453,2022-05-14 14:37:50
CA-2015-127481,2022-05-14 23:28:58
CA-2015-127502,2022-05-12 06:48:06
CA-2015-127509,2022-05-12 15:53:19
CA-2015-127544,2022-05-11 04:34:39
CA-2015-127593,2022-05-10 17:46:24
CA-2015-127607,2022-05-12 21:05:12
CA-2015-127754,2022-05-11 16:36:25
CA-2015-127824,2022-05-11 03:49:00
CA-2015-128013,2022-05-14 17:29:22
CA-2015-128027,2022-05-11 21:56:18
CA-2015-128083,2022-05-15 00:12:08
CA-2015-128125,2022-05-10 13:53:36
CA-2015-128139,2022-05-13 09:22:29
CA-2015-128167,2022-05-11 06:16:47
CA-2015-128356,2022-05-10 13:05:06
CA-2015-128608,2022-05-14 22:03:03
CA-2015-128860,2022-05-12 11:36:50
CA-2015-128958,2022-05-13 17:43:22
CA-2015-128993,2022-05-12 07:22:16
CA-2015-129042,2022-05-12 10:20:06
CA-2015-129098,2022-05-13 08:53:42
CA-2015-129112,2022-05-10 13:41:46
CA-2015-129217,2022-05-12 06:02:30
CA-2015-129322,2022-05-14 05:29:01
CA-2015-129392,2022-05-11 15:23:42
CA-2015-129476,2022-05-14 11:33:20
CA-2015-129525,2022-05-11 03:57:01
CA-2015-129532,2022-05-10 18:21:13
CA-2015-129546,2022-05-14 14:34:43
CA-2015-129700,2022-05-13 19:51:47
CA-2015-129770,2022-05-11 00:12:50
CA-2015-129854,2022-05-13 11:08:01
CA-2015-129896,2022-05-12 17:56:37
CA-2015-129917,2022-05-12 04:32:16
CA-2015-130022,2022-05-12 23:11:36
CA-2015-130113,2022-05-11 12:17:48
CA-2015-130183,2022-05-15 05:13:41
CA-2015-130204,2022-05-10 18:59:07
CA-2015-130218,2022-05-11 13:08:14
CA-2015-130253,2022-05-12 09:55:05
CA-2015-130365,2022-05-10 17:28:59
CA-2015-130456,2022-05-13 17:57:14
CA-2015-130554,2022-05-12 17:48:18
CA-2015-130610,2022-05-12 19:54:28
CA-2015-130659,2022-05-11 18:21:52
CA-2015-130736,2022-05-14 02:48:22
CA-2015-130785,2022-05-14 06:22:42
CA-2015-130792,2022-05-11 17:59:36
CA-2015-130848,2022-05-10 13:30:16
CA-2015-130855,2022-05-11 22:44:07
CA-2015-130876,2022-05-14 23:12:34
CA-2015-130883,2022-05-10 19:44:40
CA-2015-130890,2022-05-11 12:17:45
CA-2015-130974,2022-05-13 21:12:08
CA-2015-130995,2022-05-14 14:11:10
CA-2015-131072,2022-05-11 16:46:04
CA-2015-131128,2022-05-10 22:15:21
CA-2015-131338,2022-05-13 13:39:57
CA-2015-131352,2022-05-12 03:58:46
CA-2015-131422,2022-05-10 16:28:31
CA-2015-131457,2022-05-12 22:29:53
CA-2015-131534,2022-05-11 03:44:14
CA-2015-131597,2022-05-12 08:43:59
CA-2015-131758,2022-05-11 15:12:57
CA-2015-131779,2022-05-12 09:58:36
CA-2015-131856,2022-05-11 14:51:30
CA-2015-131884,2022-05-14 03:27:51
CA-2015-132080,2022-05-15 08:34:30
CA-2015-132101,2022-05-15 03:58:37
CA-2015-132136,2022-05-14 21:17:59
CA-2015-132276,2022-05-13 09:55:55
CA-2015-132318,2022-05-12 17:18:57
CA-2015-132374,2022-05-15 05:40:12
CA-2015-132388,2022-05-12 11:48:16
CA-2015-132465,2022-05-13 16:37:27
CA-2015-132486,2022-05-14 02:08:59
CA-2015-132507,2022-05-13 04:30:32
CA-2015-132570,2022-05-11 09:42:51
CA-2015-132626,2022-05-14 10:24:02
CA-2015-132633,2022-05-12 07:43:50
CA-2015-132815,2022-05-10 13:07:52
CA-2015-132906,2022-05-12 07:40:08
CA-2015-132941,2022-05-13 10:50:54
CA-2015-132948,2022-05-10 20:26:15
CA-2015-133025,2022-05-12 07:28:07
CA-2015-133242,2022-05-13 00:12:03
CA-2015-133396,2022-05-11 09:55:09
CA-2015-133445,2022-05-14 13:32:27
CA-2015-133452,2022-05-13 00:19:44
CA-2015-133494,2022-05-12 14:34:54
CA-2015-133536,2022-05-13 12:41:33
CA-2015-133585,2022-05-12 12:25:22
CA-2015-133627,2022-05-11 00:17:42
CA-2015-133837,2022-05-11 14:22:40
CA-2015-133977,2022-05-12 15:17:43
CA-2015-134075,2022-05-15 03:06:39
CA-2015-134082,2022-05-12 00:12:54
CA-2015-134117,2022-05-12 23:01:27
